ID,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating,age
5501,3499230879,Vergangenes und GegenwÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¤rtiges. Erinnerungen.,Monika Mann,2001,Rowohlt Tb.,http://images.amazon.com/images/P/3499230879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499230879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499230879.01.LZZZZZZZ.jpg,8.13,45.38
5502,0525034692,"Gopher baroque, and other beastly conceits",Sandra Boynton,1979,Dutton,http://images.amazon.com/images/P/0525034692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525034692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525034692.01.LZZZZZZZ.jpg,8.3,40.93
5503,0061000469,Killer's Wake,Bernard Cornwell,1990,HarperCollins Publishers,http://images.amazon.com/images/P/0061000469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000469.01.LZZZZZZZ.jpg,9.83,39.18
5504,0440114764,The cradle will fall,Mary Higgins Clark,1981,Dell,http://images.amazon.com/images/P/0440114764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440114764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440114764.01.LZZZZZZZ.jpg,6.94,43.08
5505,0733800319,The Washington Club,Peter Corris,1997,Bantam Book,http://images.amazon.com/images/P/0733800319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0733800319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0733800319.01.LZZZZZZZ.jpg,9.16,38.71
5506,0385332890,The Burning Road: A Novel,Ann Benson,1999,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385332890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385332890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385332890.01.LZZZZZZZ.jpg,6.21,46.13
5507,1931499209,Beadwork Creates Bracelets,Jean Campbell,2002,Interweave Press,http://images.amazon.com/images/P/1931499209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931499209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931499209.01.LZZZZZZZ.jpg,5.32,41.12
5508,3462026968,Die BrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¼cke vom goldenen Horn: Roman,Emine Sevgi ÃÂÃÂÃÂÃÂ?zdamar,1998,Kiepenheuer &amp; Witsch,http://images.amazon.com/images/P/3462026968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462026968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462026968.01.LZZZZZZZ.jpg,8.66,37.02
5509,0345324412,Have Spacesuit-Will Travel,ROBERT A. HEINLEIN,1985,Del Rey,http://images.amazon.com/images/P/0345324412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345324412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345324412.01.LZZZZZZZ.jpg,8.22,47.64
5510,0380803941,Grandmother Spider : A Charlie Moon Mystery,James D. Doss,2001,Avon,http://images.amazon.com/images/P/0380803941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380803941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380803941.01.LZZZZZZZ.jpg,6.93,41.39
5511,042518000X,Nursery Crimes (Mommy-Track Mysteries (Paperback)),Ayelet Waldman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/042518000X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518000X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518000X.01.LZZZZZZZ.jpg,9.09,24.0
5512,0345345304,The Best Man to Die,Ruth Rendell,1991,Fawcett Books,http://images.amazon.com/images/P/0345345304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345345304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345345304.01.LZZZZZZZ.jpg,5.95,43.25
5513,0452279488,The Love Letter,Cathleen Schine,1998,Plume Books,http://images.amazon.com/images/P/0452279488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452279488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452279488.01.LZZZZZZZ.jpg,8.01,21.29
5514,0767901991,The Art of Everyday Ecstasy,MARGOT ANAND,1999,Broadway,http://images.amazon.com/images/P/0767901991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767901991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767901991.01.LZZZZZZZ.jpg,9.14,40.03
5515,0195035739,Film Theory and Criticism: Introductory Readings,Gerald Mast,1985,Oxford University Press,http://images.amazon.com/images/P/0195035739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195035739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0195035739.01.LZZZZZZZ.jpg,6.03,28.04
5516,0942257251,Gr8 Pl8s: The Best of Americas Vanity Plates,Sam G. Riley,1991,Independent Pub Group,http://images.amazon.com/images/P/0942257251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0942257251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0942257251.01.LZZZZZZZ.jpg,5.43,46.68
5517,0151620865,"Monkey on a Stick: Murder, Madness, and the Hare Krishnas",John Hubner,1992,Harcourt,http://images.amazon.com/images/P/0151620865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151620865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151620865.01.LZZZZZZZ.jpg,5.27,30.08
5518,0822214237,The America Play.,Suzan-Lori Parks,1995,Dramatists Play Service,http://images.amazon.com/images/P/0822214237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822214237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822214237.01.LZZZZZZZ.jpg,5.48,49.72
5519,0553225073,A Nice Place to Live,Robert C. Sloane,1982,Bantam Books,http://images.amazon.com/images/P/0553225073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553225073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553225073.01.LZZZZZZZ.jpg,8.74,28.52
5520,0684814463,ARC OF LOVE : An Anthology of Lesbian Love Poems,Clare Coss,1996,Clare Coss,http://images.amazon.com/images/P/0684814463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684814463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684814463.01.LZZZZZZZ.jpg,7.0,20.15
5521,0767406168,Mapping the Social Landscape: Readings in Sociology,Susan J. Ferguson,1999,Mayfield Publishing Company,http://images.amazon.com/images/P/0767406168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767406168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767406168.01.LZZZZZZZ.jpg,9.67,38.71
5522,0671567837,"Cybersong (Star Trek Voyager, No 8)",S.N. Lewitt,1996,Star Trek,http://images.amazon.com/images/P/0671567837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671567837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671567837.01.LZZZZZZZ.jpg,9.76,21.58
5523,0440178592,The Sensuous Woman,J,1971,Dell,http://images.amazon.com/images/P/0440178592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440178592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440178592.01.LZZZZZZZ.jpg,6.04,36.06
5524,0684857642,Disco Bloodbath : A Fabulous But True Tale of Murder in Clubland,James St. James,1999,Simon &amp; Schuster,http://images.amazon.com/images/P/0684857642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684857642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684857642.01.LZZZZZZZ.jpg,7.7,37.72
5525,0807549495,Making collages,Corinne Borja,1972,A. Whitman,http://images.amazon.com/images/P/0807549495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807549495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807549495.01.LZZZZZZZ.jpg,6.93,32.83
5526,0440187354,TINSEL,WILLIAM GOLDMAN,1980,Dell,http://images.amazon.com/images/P/0440187354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440187354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440187354.01.LZZZZZZZ.jpg,5.76,43.66
5527,0446601985,Iced,Carol Higgins Clark,1996,Warner Books,http://images.amazon.com/images/P/0446601985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601985.01.LZZZZZZZ.jpg,5.58,30.71
5528,0816712085,Moby Dick (Troll Illustrated Classics),Gary Gianni,1990,Troll Communications Llc,http://images.amazon.com/images/P/0816712085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816712085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816712085.01.LZZZZZZZ.jpg,9.07,38.23
5529,044023719X,The Triumph of Katie Byrne,Barbara Taylor Bradford,2001,Island,http://images.amazon.com/images/P/044023719X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023719X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023719X.01.LZZZZZZZ.jpg,5.68,40.27
5530,0449003299,False Prophet: A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Fawcett Books,http://images.amazon.com/images/P/0449003299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003299.01.LZZZZZZZ.jpg,9.93,20.54
5531,0671725661,West Side Story,Irving Shulman,1990,Pocket,http://images.amazon.com/images/P/0671725661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671725661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671725661.01.LZZZZZZZ.jpg,7.47,23.31
5532,038524228X,Physics Made Simple (Made Simple),IRA M. FREEMAN,1989,Made Simple,http://images.amazon.com/images/P/038524228X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038524228X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038524228X.01.LZZZZZZZ.jpg,5.1,27.2
5533,1882591054,Awakening: A Daily Guide to Conscious Living,Shakti Gawain,1993,Nataraj Publishing,http://images.amazon.com/images/P/1882591054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1882591054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1882591054.01.LZZZZZZZ.jpg,6.11,45.63
5534,0441005934,The First Casualty (Ace Science Fiction),Mike Moscoe,1999,Ace Books,http://images.amazon.com/images/P/0441005934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005934.01.LZZZZZZZ.jpg,5.71,22.72
5535,0750927720,"Limeys: The True Story of One Man's War Against Ignorance, the Establishment and the Deadly Scurvy",David I. Harvie,2002,Sutton Publishing,http://images.amazon.com/images/P/0750927720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0750927720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0750927720.01.LZZZZZZZ.jpg,6.7,21.12
5536,0786805250,"Max's Letter (Wilson-Max, Ken. Max Play Book.)",Ken Wilson-Max,1999,Jump Sun,http://images.amazon.com/images/P/0786805250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786805250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786805250.01.LZZZZZZZ.jpg,6.69,35.6
5537,0517567318,The Good Stepmother: A Practical Guide,Karen Savage,1988,Random House Inc,http://images.amazon.com/images/P/0517567318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517567318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517567318.01.LZZZZZZZ.jpg,9.52,25.57
5538,0689846843,The Cheerios Halloween Play Book (Cheerios Board Book),Lee Wade,2001,Little Simon,http://images.amazon.com/images/P/0689846843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689846843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689846843.01.LZZZZZZZ.jpg,6.49,26.7
5539,059043876X,More Amazing but True Sports Stories,Phyllis Hollander,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/059043876X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059043876X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059043876X.01.LZZZZZZZ.jpg,8.71,39.06
5540,0385335113,Westchester Burning: Portrait of a Marriage,Amine Wefali,2002,Dial Books,http://images.amazon.com/images/P/0385335113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335113.01.LZZZZZZZ.jpg,9.63,41.62
5541,0395875951,Breakfast in Babylon,Emer Martin,1997,Mariner Books,http://images.amazon.com/images/P/0395875951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395875951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395875951.01.LZZZZZZZ.jpg,8.14,36.75
5542,0448420899,The Tale of Peter Rabbit,Beatrix Potter,2000,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448420899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448420899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448420899.01.LZZZZZZZ.jpg,6.78,47.62
5543,015200520X,The Great Kapok Tree: A Tale of the Amazon Rain Forest,Lynne Cherry,1990,Gulliver Green,http://images.amazon.com/images/P/015200520X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015200520X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015200520X.01.LZZZZZZZ.jpg,5.38,43.07
5544,0684845989,The ANATOMY OF MOTIVE : The FBI's Legendary Mindhunter Explores the Key to Understanding and Catching Violent Criminals (Lisa Drew Books (Hardcover)),John Douglas,1999,Scribner,http://images.amazon.com/images/P/0684845989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684845989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684845989.01.LZZZZZZZ.jpg,7.72,23.05
5545,0060973595,Seraph on the Suwanee,Zora Neale Hurston,1991,Perennial,http://images.amazon.com/images/P/0060973595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973595.01.LZZZZZZZ.jpg,8.06,40.07
5546,0140141359,Granta 54: The Best of Young American Novelists (Granta (Viking)),Ian Jack,1996,Penguin Books,http://images.amazon.com/images/P/0140141359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140141359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140141359.01.LZZZZZZZ.jpg,7.62,33.29
5547,0590996835,Matilda,Roald Dahl,1996,Scholastic Inc.,http://images.amazon.com/images/P/0590996835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590996835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590996835.01.LZZZZZZZ.jpg,5.33,42.88
5548,0307100790,The Kitten Book (Golden Super Shape Book),JAN PFLOOG,1999,Golden Books,http://images.amazon.com/images/P/0307100790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307100790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307100790.01.LZZZZZZZ.jpg,7.21,30.25
5549,1559724579,The 50 Greatest Jewish Movies: A Critic's Ranking of the Very Best,Kathryn Bernheimer,1998,Birch Lane Press,http://images.amazon.com/images/P/1559724579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559724579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559724579.01.LZZZZZZZ.jpg,9.94,41.61
5550,1565121368,Carolina Moon: A Novel,Jill McCorkle,1996,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565121368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565121368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565121368.01.LZZZZZZZ.jpg,6.74,39.7
5551,0440100682,American Heritage Dictionary,American Heritage Dictionaries,1987,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440100682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440100682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440100682.01.LZZZZZZZ.jpg,9.85,43.25
5552,0062500589,Plain and Simple : A Journey to the Amish,Sue Bender,1989,HarperSanFrancisco,http://images.amazon.com/images/P/0062500589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062500589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062500589.01.LZZZZZZZ.jpg,8.13,25.85
5553,0486264637,Five Great Short Stories (Dover Thrift Editions),Anton Pavlovich Chekhov,1990,Dover Publications,http://images.amazon.com/images/P/0486264637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486264637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486264637.01.LZZZZZZZ.jpg,6.76,23.14
5554,0671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,Pocket,http://images.amazon.com/images/P/0671528904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.LZZZZZZZ.jpg,7.45,26.5
5555,0849930502,No More Shacks!: The Daring Vision of Habitat for Humanity,Millard Fuller,1986,Thomas Nelson Inc,http://images.amazon.com/images/P/0849930502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849930502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849930502.01.LZZZZZZZ.jpg,7.12,30.65
5556,0385470223,Minding the Body: Women Writers on Body and Soul,Patricia Foster,1994,Doubleday Books,http://images.amazon.com/images/P/0385470223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385470223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385470223.01.LZZZZZZZ.jpg,8.42,21.87
5557,0806985046,Beautiful Cacti: A Basic Grower's Guide,Gerhard Groner,1992,Sterling Pub Co Inc,http://images.amazon.com/images/P/0806985046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806985046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806985046.01.LZZZZZZZ.jpg,8.79,39.02
5558,0916179095,Outdoors in Arizona: A Guide to Hiking and Backpacking,John Annerino,1987,Arizona Highways,http://images.amazon.com/images/P/0916179095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0916179095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0916179095.01.LZZZZZZZ.jpg,7.6,35.07
5559,0762101245,Eat Well Stay Well: 500 Delicious Recipes Made With Healing Foods,Reader's Digest,1998,Readers Digest,http://images.amazon.com/images/P/0762101245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762101245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762101245.01.LZZZZZZZ.jpg,5.58,27.96
5560,0553212338,"Call of The Wild, White Fang (Bantam Classics)",JACK LONDON,1991,Bantam,http://images.amazon.com/images/P/0553212338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212338.01.LZZZZZZZ.jpg,9.43,35.39
5561,0590509608,"Martians Don't Take Temperatures (Adventures of the Bailey School Kids, 18)",Debbie Dadey,1997,Scholastic,http://images.amazon.com/images/P/0590509608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590509608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590509608.01.LZZZZZZZ.jpg,7.97,23.74
5562,0819311480,Sherlock Chick's first case (A Parents magazine read aloud original),Robert M Quackenbush,1986,Parents Magazine Press,http://images.amazon.com/images/P/0819311480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0819311480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0819311480.01.LZZZZZZZ.jpg,8.28,24.33
5563,0061091707,Every Crooked Nanny (Callahan Garrity Mysteries (Paperback)),Kathy Hogan Trocheck,1993,Avon,http://images.amazon.com/images/P/0061091707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091707.01.LZZZZZZZ.jpg,5.5,41.25
5564,0679804080,Henry and the Elephant (Thomas the Tank Engines Mini-Storybooks),W. Awdry,1990,Random House Children's Books,http://images.amazon.com/images/P/0679804080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679804080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679804080.01.LZZZZZZZ.jpg,7.39,23.19
5565,0385320108,Far Appalachia: Following the New River North,Noah Adams,2001,Delacorte Press,http://images.amazon.com/images/P/0385320108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385320108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385320108.01.LZZZZZZZ.jpg,6.15,36.74
5566,006018518X,"Cemetery Stories : Haunted Graveyards, Embalming Secrets, and the Life of a Corpse After Death",Katherine Ramsland,2001,Perennial Currents,http://images.amazon.com/images/P/006018518X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006018518X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006018518X.01.LZZZZZZZ.jpg,9.98,49.63
5567,0517123207,Origin of Species,CHARLES DARWIN,1995,Gramercy,http://images.amazon.com/images/P/0517123207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517123207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517123207.01.LZZZZZZZ.jpg,9.63,39.66
5568,0060916702,The Fires of Jubilee: Nat Turner's Fierce Rebellion,Stephen B. Oates,1990,Perennial,http://images.amazon.com/images/P/0060916702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060916702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060916702.01.LZZZZZZZ.jpg,8.86,35.18
5569,0375402810,Still Me,Christopher Reeve,1998,Random House,http://images.amazon.com/images/P/0375402810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375402810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375402810.01.LZZZZZZZ.jpg,9.34,26.93
5570,067975248X,Of Love and Dust (Vintage Contemporaries),Ernest J. Gaines,1994,Vintage Books USA,http://images.amazon.com/images/P/067975248X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067975248X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067975248X.01.LZZZZZZZ.jpg,5.22,29.17
5571,0590330721,My Dog's the Best! (Hello Reader Level 1),Stephanie Calmenson,1997,Cartwheel Books,http://images.amazon.com/images/P/0590330721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590330721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590330721.01.LZZZZZZZ.jpg,6.33,46.31
5572,0671521314,The SHIPPING NEWS,Annie Proulx,1995,Audioworks,http://images.amazon.com/images/P/0671521314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671521314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671521314.01.LZZZZZZZ.jpg,7.33,33.25
5573,0060269855,Pleasing the Ghost,Sharon Creech,1996,HarperCollins Publishers,http://images.amazon.com/images/P/0060269855.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060269855.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060269855.01.LZZZZZZZ.jpg,9.44,47.77
5574,0962054348,The New Clay: Techniques and Approaches to Jewelry Making,Nan Roche,1992,Flower Valley Press,http://images.amazon.com/images/P/0962054348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0962054348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0962054348.01.LZZZZZZZ.jpg,7.7,33.78
5575,0671622765,BEST BABY SHOWER BOOK,Courtney Cooke,1986,Meadowbrook,http://images.amazon.com/images/P/0671622765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671622765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671622765.01.LZZZZZZZ.jpg,6.92,48.13
5576,0679734570,The Golden Gate: A Novel in Verse,Vikram Seth,1991,Vintage Books USA,http://images.amazon.com/images/P/0679734570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734570.01.LZZZZZZZ.jpg,9.25,28.77
5577,1563891638,Breathtaker,Mark Wheatley,1994,DC Comics,http://images.amazon.com/images/P/1563891638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563891638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563891638.01.LZZZZZZZ.jpg,6.52,25.26
5578,068486486X,The Mile High Club (Kinky Friedman Novels (Hardcover)),Kinky Friedman,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/068486486X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068486486X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068486486X.01.LZZZZZZZ.jpg,9.18,49.75
5579,0525248609,"Because It Is Bitter, and Because It Is My Heart",Joyce Carol Oates,1990,Penguin USA,http://images.amazon.com/images/P/0525248609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525248609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525248609.01.LZZZZZZZ.jpg,8.57,43.16
5580,0670891932,Buddha (Penguin Lives Biographies (Hardcover)),Karen Armstrong,2001,Viking Penguin Inc,http://images.amazon.com/images/P/0670891932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670891932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670891932.01.LZZZZZZZ.jpg,7.42,47.27
5581,0060191457,Three Month Fever: The Andrew Cunanan Story,Gary Indiana,1999,Cliff Street Books,http://images.amazon.com/images/P/0060191457.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060191457.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060191457.01.LZZZZZZZ.jpg,5.6,20.6
5582,0747246467,Unquiet Minds: The World of Forensic Psychiatry,Hugh Miller,1996,Trafalgar Square,http://images.amazon.com/images/P/0747246467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747246467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747246467.01.LZZZZZZZ.jpg,7.9,47.76
5583,0694520667,"Professor and The Madman, The",Simon Winchester,1998,HarperAudio,http://images.amazon.com/images/P/0694520667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694520667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694520667.01.LZZZZZZZ.jpg,7.26,44.77
5584,0811826856,Office Yoga: Simple Stretches for Busy People,Darrin Zeer,2000,Chronicle Books,http://images.amazon.com/images/P/0811826856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811826856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811826856.01.LZZZZZZZ.jpg,7.42,20.72
5585,0880708859,Virtually Eliminated,Jefferson Scott,1996,Multnomah,http://images.amazon.com/images/P/0880708859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880708859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880708859.01.LZZZZZZZ.jpg,6.05,30.72
5586,0967956609,The Underground Asheville Guidebook,Tom Kerr,2000,Whisper Pr,http://images.amazon.com/images/P/0967956609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967956609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967956609.01.LZZZZZZZ.jpg,9.66,25.33
